mou,totmrc,vceovr,datovr,roam,change_mou,change_rev,drop_vce,blck_vce,unan_vce,plcd_dat,recv_vce,custcare,ccrndmou,threeway,mou_cvce,mou_cdat,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,mou_peav,mou_pead,opk_vce,mou_opkv,drop_blk,complete,callwait,months,uniqsubs,actvsubs,asl_flag,adjrev,adjmou,avgrev,avg3qty,avg6rev,refurb_new,hnd_price,phones,models,hnd_webcap,lor,dwlltype,adults,income,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,new_cell_N,new_cell_U,new_cell_Y,prizm_social_one_C,prizm_social_one_R,prizm_social_one_S,prizm_social_one_T,prizm_social_one_U,dualband_N,dualband_T,dualband_Y,marital_A,marital_B,marital_M,marital_S,marital_U,dualband_U
534.75,69.99,9.0,0.0,0.8775,-81.75,-9.8775,0.333333333,0.333333333,15.66666667,0.0,36.33333333,0.0,0.0,0.0,301.6666667,0.0,92.08333333,6.0,2.643333333,7.666666667,9.903333333,266.6466667,0.0,34.33333333,127.1033333,0.666666667,71.0,1.0,6,1,1,0,316.43,2827.0,63.29,134,57.95863987707208,0,149.9899902,1.0,1.0,0,1.0,1,4.0,3.0,0,0,0,0,194.0,1092184,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3585.75,100.1975,227.4125,0.0,0.4875,192.25,-49.505,16.66666667,36.33333333,154.0,0.333333333,1352.0,0.333333333,1.0,2.333333333,406.7533333,0.073333333,2037.446667,46.66666667,26.50666667,134.3333333,153.5133333,1276.386667,0.073333333,840.0,1167.816667,53.0,423.0,141.3333333,10,2,2,0,2843.03,24415.0,315.89,1683,301.0,0,129.9899902,4.0,3.0,0,4.0,1,3.0,1.0,0,0,0,1,38.0,1092185,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,-72.5,0.333333333,0.0,2.0,0.0,1.333333333,0.0,0.0,0.0,24.59333333,0.0,1.893333333,0.666666667,1.213333333,0.0,0.0,22.80333333,0.0,2.333333333,3.683333333,0.333333333,12.66666667,0.0,8,2,2,0,406.5,1362.0,101.63,98,57.95863987707208,0,149.9899902,1.0,1.0,0,6.0,1,2.0,6.0,0,0,0,0,240.0,1092186,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2085.0,59.99,74.3,0.0975,0.16,1094.0,103.9375,14.66666667,0.666666667,84.33333333,0.0,136.6666667,0.0,0.0,0.333333333,671.9566667,0.0,858.0766667,8.333333333,12.72,2.666666667,8.123333333,477.7333333,0.0,184.3333333,1052.303333,15.33333333,179.6666667,8.0,8,1,1,0,633.98,11591.0,90.57,347,89.0,0,199.9899902,1.0,1.0,0,15.0,1,3.0,5.0,0,0,0,1,240.0,1092187,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
302.0,44.99,0.8,0.0,0.0,-302.0,-0.8,0.0,0.0,1.333333333,0.0,1.666666667,0.333333333,0.333333333,0.0,1.063333333,0.0,1.173333333,1.333333333,0.863333333,1.666666667,1.173333333,2.036666667,0.0,0.333333333,0.2,0.0,1.666666667,0.0,6,1,1,0,197.87,2726.0,39.57,30,57.95863987707208,0,99.98999023,1.0,1.0,0,2.0,0,1.0,4.0,0,0,0,1,194.0,1092188,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
665.75,44.99,63.2,0.8775,0.0,75.25,42.66,13.66666667,2.666666667,88.33333333,1.0,109.6666667,2.333333333,8.666666667,0.0,296.65,1.76,129.77,41.66666667,35.98666667,6.666666667,7.58,234.3166667,1.76,133.6666667,192.1033333,16.66666667,222.6666667,0.0,6,2,2,0,412.64,3002.0,82.53,300,57.95863987707208,0,129.9899902,1.0,1.0,0,1.0,1,1.0,3.0,0,0,0,1,194.0,1092189,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
160.0,44.99,0.0,0.0,0.0,43.0,-0.1725,0.666666667,2.0,14.66666667,0.0,24.0,0.666666667,2.666666667,0.0,65.15333333,0.0,22.91666667,5.333333333,6.553333333,4.0,5.396666667,49.67,0.0,20.66666667,38.4,2.666666667,49.33333333,0.0,10,1,1,0,320.76,1784.0,35.64,76,35.0,1,9.989997864,2.0,2.0,0,3.0,1,3.0,6.0,0,0,0,1,80.0,1092190,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1392.5,75.3225,96.3,0.0,0.0975,87.5,-66.5875,4.666666667,62.33333333,32.0,0.0,259.0,2.0,2.333333333,3.0,532.8766667,0.0,665.22,29.0,47.8,11.33333333,20.81333333,565.0833333,0.0,219.0,633.0133333,67.0,210.3333333,9.333333333,6,1,1,0,655.31,7468.0,131.06,416,57.95863987707208,0,149.9899902,2.0,2.0,0,8.0,1,6.0,9.0,0,0,1,1,36.0,1092191,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
14.0,29.99,0.0,0.585,0.0,3.0,-0.585,0.0,0.0,1.333333333,0.666666667,0.333333333,0.0,0.0,0.0,7.47,0.856666667,0.026666667,2.0,2.64,0.0,0.0,6.453333333,0.183333333,1.666666667,1.043333333,0.0,5.666666667,0.0,6,2,2,0,162.78,132.0,32.56,8,57.95863987707208,0,99.98999023,1.0,1.0,0,14.0,0,2.0,2.0,0,0,0,1,194.0,1092192,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1406.25,54.825,15.8,0.6825,0.0,1009.75,35.9675,20.33333333,4.333333333,294.3333333,2.0,84.66666667,32.0,100.3333333,7.333333333,889.0466667,0.626666667,413.4833333,88.33333333,252.5933333,13.33333333,194.4566667,306.75,0.526666667,237.3333333,995.7766667,24.66666667,393.3333333,0.666666667,6,1,1,1,248.76,4534.0,49.75,371,57.95863987707208,0,129.9899902,1.0,1.0,0,3.0,0,1.0,6.0,0,0,0,0,194.0,1092193,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
252.5,22.495,9.1,0.0,0.0,-252.5,-69.085,1.333333333,3.0,29.66666667,0.0,31.33333333,6.0,6.0,0.0,133.5766667,0.0,79.55,25.0,14.07333333,8.0,15.99333333,149.7766667,0.0,51.0,63.35,4.333333333,125.0,0.0,10,2,2,0,475.74,3128.0,52.86,156,42.0,0,29.98999023,1.0,1.0,1,3.0,1,1.0,5.0,0,0,0,1,301.0,1092194,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
86.75,109.99,0.0,0.0,0.0,-42.75,0.0,0.666666667,0.0,11.0,0.0,31.33333333,0.0,0.0,2.666666667,33.43333333,0.0,35.66666667,5.333333333,3.673333333,4.333333333,4.96,33.55666667,0.0,30.66666667,35.54333333,0.666666667,31.33333333,0.0,10,1,1,1,990.26,5283.0,110.03,53,100.0,0,129.9899902,1.0,1.0,0,2.0,1,1.0,4.0,0,0,0,0,301.0,1092195,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
387.0,18.9875,16.8,0.39,4.7975,-387.0,-40.22,4.333333333,1.0,35.66666667,0.333333333,45.66666667,10.0,19.0,0.666666667,93.68,0.016666667,71.87333333,8.333333333,4.096666667,1.0,3.36,62.98,0.016666667,50.0,102.5733333,5.333333333,68.66666667,1.333333333,8,1,1,1,520.81,3948.0,74.4,216,66.0,0,129.9899902,2.0,2.0,0,2.0,1,1.0,9.0,0,0,0,0,149.0,1092196,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
311.75,59.99,0.0,0.0,0.0,68.25,0.0,2.666666667,4.333333333,21.66666667,0.0,53.33333333,0.0,0.0,0.333333333,114.9933333,0.0,76.98,41.33333333,18.75333333,19.0,29.58333333,86.31333333,0.0,90.33333333,105.6633333,7.0,123.6666667,0.666666667,8,1,1,1,409.71,2405.0,58.53,152,67.0,0,199.9899902,1.0,1.0,0,0.0,1,1.0,6.0,0,0,0,1,240.0,1092197,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
921.0,44.99,12.9,0.0,0.0,-151.0,-12.9,8.333333333,1.333333333,75.33333333,0.0,60.0,6.666666667,8.666666667,0.0,575.5566667,0.0,126.7766667,72.66666667,131.09,9.333333333,40.47666667,182.3766667,0.0,190.0,519.9566667,9.666666667,243.6666667,0.666666667,8,1,1,0,302.99,6121.0,43.28,302,45.0,0,149.9899902,1.0,1.0,0,9.0,1,4.0,6.0,0,1,0,1,240.0,1092198,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
124.0,16.2875,12.3,0.0,5.8575,-124.0,-36.1775,0.0,0.0,1.0,0.0,1.333333333,1.0,2.666666667,0.0,9.763333333,0.0,0.0,1.0,1.16,0.0,0.0,7.25,0.0,1.333333333,2.513333333,0.0,5.0,0.0,6,2,1,1,235.39,924.0,47.08,65,57.95863987707208,1,9.989997864,1.0,1.0,1,9.0,1,1.0,8.0,0,0,0,0,194.0,1092199,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
823.75,74.99,6.5,0.1,0.0,-23.75,-2.85,15.66666667,0.0,60.66666667,33.66666667,196.3333333,2.0,3.0,0.333333333,281.01,52.84,141.81,70.0,45.87333333,19.0,47.67666667,168.4433333,18.14,177.3333333,254.3733333,16.33333333,294.3333333,0.333333333,8,1,1,0,467.11,7113.0,66.73,438,68.0,0,199.9899902,1.0,1.0,0,14.0,1,3.0,6.0,0,0,1,1,240.0,1092200,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
148.75,38.91,1.2,0.585,0.0,26.25,19.605,0.333333333,0.333333333,5.666666667,0.0,1.0,6.333333333,9.666666667,0.0,116.8766667,0.0,0.3,1.333333333,0.58,0.0,0.0,108.3933333,0.0,4.666666667,8.783333333,0.666666667,21.0,0.0,6,2,1,1,257.87,1321.0,51.57,20,57.95863987707208,0,129.9899902,1.0,1.0,0,10.0,0,2.0,6.0,0,0,0,0,194.0,1092201,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
456.75,69.99,0.0,0.0,1.88,82.25,-1.88,1.0,0.333333333,21.66666667,0.0,7.333333333,0.0,0.0,0.0,362.12,0.0,25.44333333,2.0,2.223333333,0.0,0.0,142.8866667,0.0,38.66666667,244.67,1.333333333,71.0,0.0,6,2,2,0,259.27,2355.0,51.85,78,57.95863987707208,0,149.9899902,1.0,1.0,0,4.0,1,2.0,4.0,0,0,0,1,194.0,1092202,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
153.25,17.245,5.8,0.0,0.0,-151.25,-19.53,1.666666667,0.0,36.33333333,0.333333333,23.33333333,12.33333333,14.66666667,1.333333333,115.9433333,0.01,19.86666667,16.33333333,14.76333333,3.333333333,4.06,109.2933333,0.01,26.66666667,26.51666667,1.666666667,94.33333333,0.666666667,10,2,2,0,269.88,1659.0,33.74,96,32.0,0,199.9899902,1.0,1.0,0,2.0,1,6.0,7.0,0,0,0,0,301.0,1092203,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
429.5,49.99,4.7,0.39,23.1025,-11.5,-8.6925,14.66666667,1.333333333,35.66666667,0.333333333,26.33333333,9.0,37.66666667,0.0,241.9,1.066666667,40.84666667,34.33333333,19.83666667,0.333333333,0.14,174.8033333,1.066666667,30.33333333,107.9433333,16.0,140.3333333,1.666666667,6,1,1,1,460.77,2950.0,92.15,174,57.95863987707208,0,149.9899902,1.0,1.0,0,10.0,1,3.0,8.0,0,0,0,0,194.0,1092204,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
58.0,29.99,0.0,0.8775,0.0975,101.0,1.755,1.0,4.666666667,13.33333333,1.0,9.0,0.0,0.0,0.0,23.56,2.186666667,9.993333333,3.666666667,5.566666667,0.0,0.0,17.32666667,0.0,18.0,16.22666667,5.666666667,33.66666667,0.0,6,1,1,0,166.48,231.0,33.3,17,57.95863987707208,0,99.98999023,1.0,1.0,0,7.0,1,3.0,6.0,0,1,0,1,194.0,1092205,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
794.75,10.0,73.15,0.0,0.0,-196.75,-45.8425,16.33333333,0.333333333,78.66666667,0.0,70.0,0.0,0.0,0.0,455.4766667,0.0,152.9466667,73.0,149.2166667,28.33333333,121.5666667,542.9833333,0.0,31.33333333,65.44333333,16.66666667,185.3333333,0.666666667,6,5,2,0,333.49,3479.0,66.7,235,57.95863987707208,0,79.98999023,1.0,1.0,0,2.0,0,2.0,6.0,0,0,0,1,194.0,1092206,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1341.5,84.99,0.6,2.145,0.0,-250.5,-3.5875,13.33333333,0.0,53.66666667,1.333333333,180.6666667,2.666666667,2.666666667,3.0,401.2566667,2.113333333,520.7066667,64.0,103.8833333,12.33333333,38.08666667,398.7166667,2.113333333,183.6666667,523.25,13.33333333,263.0,7.666666667,10,1,1,1,1226.71,16203.0,136.3,480,125.0,0,199.9899902,1.0,1.0,0,1.0,0,1.0,6.0,0,0,0,0,301.0,1092207,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1023.0,63.525,9.3,2.0475,0.0,-241.0,-38.3825,1.666666667,72.33333333,65.66666667,2.0,37.66666667,34.66666667,65.0,1.0,829.42,13.16,84.30333333,38.33333333,21.88333333,4.333333333,10.48,197.3733333,13.16,126.6666667,716.3433333,74.0,202.3333333,2.666666667,10,2,2,0,576.65,8871.0,64.07,231,78.0,1,99.98999023,2.0,2.0,0,1.0,1,2.0,2.0,0,0,0,0,53.0,1092208,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2543.25,128.4575,27.4875,0.0,2.9925,365.75,42.005,54.0,27.66666667,40.66666667,3.666666667,107.6666667,17.0,74.0,1.0,1721.233333,7.506666667,673.99,11.66666667,30.94666667,2.0,9.2,1113.27,6.166666667,147.0,1281.956667,82.0,297.3333333,6.0,8,1,1,1,730.75,11880.0,104.39,367,109.0,0,199.9899902,3.0,3.0,0,2.0,0,1.0,4.0,0,0,0,1,46.0,1092209,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
581.5,30.965,36.9,0.0,0.0,-581.5,-122.775,11.0,1.333333333,53.66666667,0.0,156.0,0.0,0.0,0.666666667,390.6933333,0.0,179.3,24.66666667,35.74666667,0.666666667,0.43,364.8533333,0.0,73.0,205.14,12.33333333,143.0,4.0,10,2,1,0,590.67,4796.0,73.83,201,80.0,0,149.9899902,1.0,1.0,0,15.0,1,1.0,3.0,0,0,0,0,301.0,1092210,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
947.25,94.99,0.0,0.0,3.76,-330.25,-8.215,22.33333333,2.0,22.66666667,0.0,66.66666667,0.666666667,2.0,1.666666667,627.9933333,0.0,158.2,23.0,33.88,6.0,15.63,531.3033333,0.0,57.0,254.89,24.33333333,169.6666667,0.0,6,6,2,0,378.31,3979.0,94.58,243,57.95863987707208,0,79.98999023,1.0,1.0,1,1.0,1,2.0,9.0,1,0,0,1,194.0,1092211,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
75.25,79.99,0.0,0.0,0.0,-18.25,0.0,1.666666667,0.0,2.666666667,0.0,6.0,0.0,0.0,0.0,72.28333333,0.0,0.723333333,5.666666667,4.89,0.0,0.0,35.68,0.0,9.0,37.32666667,1.666666667,25.33333333,0.0,8,3,3,0,422.09,869.0,60.3,24,60.0,0,199.9899902,1.0,1.0,0,6.0,1,1.0,8.0,0,0,0,1,240.0,1092212,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1180.25,69.7075,140.0,4.3875,21.315,-316.25,-127.2075,22.66666667,3.333333333,57.33333333,2.333333333,208.6666667,2.0,15.0,0.0,456.0766667,5.65,310.5166667,52.33333333,75.87333333,10.0,26.17666667,637.22,2.966666667,86.33333333,129.3733333,26.0,233.6666667,8.666666667,6,3,2,0,1233.9,6020.0,246.78,482,57.95863987707208,0,199.9899902,1.0,1.0,0,15.0,1,3.0,5.0,1,0,1,1,194.0,1092213,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
226.75,49.99,0.0,0.0,0.0,-36.75,0.0,0.0,0.0,15.33333333,0.0,1.333333333,5.0,5.666666667,0.0,201.3933333,0.0,0.0,15.0,9.336666667,0.0,0.0,111.7733333,0.0,19.66666667,89.62,0.0,51.66666667,0.0,8,2,1,0,353.71,2030.0,50.53,41,50.0,0,29.98999023,1.0,1.0,0,1.0,1,4.0,9.0,0,0,0,0,240.0,1092214,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
585.25,35.2,7.5,0.0,0.0,296.75,-45.585,2.666666667,0.0,13.0,0.0,2.333333333,9.333333333,19.66666667,0.333333333,424.6266667,0.0,14.5,0.0,0.0,0.0,0.0,79.33,0.0,22.33333333,359.7966667,2.666666667,38.0,0.333333333,10,1,1,0,644.97,3633.0,71.66,38,66.0,1,129.9899902,2.0,2.0,0,9.0,0,3.0,3.0,0,0,0,1,212.0,1092215,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
26.5,44.99,0.0,0.0,0.0,79.5,2.01,0.0,0.333333333,0.666666667,0.0,0.666666667,0.0,0.0,0.0,1.686666667,0.0,0.42,0.0,0.0,0.0,0.0,2.106666667,0.0,0.0,0.0,0.333333333,1.666666667,0.0,6,1,1,0,182.25,182.0,36.45,0,57.95863987707208,0,29.98999023,1.0,1.0,1,10.0,1,2.0,1.0,0,0,0,1,194.0,1092216,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
169.75,10.0,0.0,0.0,0.0,-97.75,-3.03,0.333333333,0.0,4.666666667,0.0,2.0,0.0,0.0,0.333333333,108.3266667,0.0,3.226666667,4.333333333,8.343333333,0.0,0.0,79.96,0.0,9.666666667,31.59333333,0.333333333,37.33333333,0.0,6,2,2,0,73.51,960.0,14.7,50,57.95863987707208,0,29.98999023,1.0,1.0,0,1.0,1,4.0,9.0,0,0,0,1,194.0,1092217,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
533.5,44.99,12.9,0.39,0.0,622.5,27.2625,4.333333333,16.66666667,31.33333333,0.666666667,23.66666667,5.666666667,6.666666667,0.0,195.36,0.0,127.8966667,13.0,6.61,0.0,0.0,185.7333333,0.0,41.0,137.5233333,21.33333333,75.33333333,0.0,6,1,1,0,215.5,2100.0,43.1,89,57.95863987707208,0,99.98999023,1.0,1.0,0,10.0,1,2.0,3.0,0,0,0,1,194.0,1092218,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
217.75,44.99,10.1,0.0,0.0,-126.75,-10.1,11.66666667,2.0,7.333333333,0.0,8.0,0.333333333,0.333333333,0.0,37.26333333,0.0,17.46666667,10.0,9.98,0.666666667,0.426666667,10.42,0.0,19.33333333,44.31,13.66666667,22.33333333,0.0,8,1,1,1,301.78,2861.0,43.11,90,44.0,0,149.9899902,1.0,1.0,0,4.0,1,3.0,7.0,0,0,0,0,240.0,1092219,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1029.75,59.99,17.1,0.195,0.0,371.25,36.065,10.33333333,0.666666667,64.66666667,0.0,73.33333333,7.333333333,24.33333333,0.0,521.7033333,0.0,169.9366667,22.33333333,19.59333333,3.0,5.97,240.09,0.0,159.0,451.5466667,11.0,207.6666667,0.0,10,1,1,1,557.75,6843.0,61.97,274,64.0,1,99.98999023,3.0,2.0,0,2.0,0,1.0,8.0,0,0,0,1,291.0,1092220,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1796.75,59.99,20.6,0.0975,0.0,213.25,32.9025,58.33333333,4.666666667,112.0,0.333333333,45.66666667,3.333333333,4.666666667,0.333333333,1051.383333,0.1,163.2333333,32.0,115.42,8.333333333,97.17333333,346.5433333,0.0,147.0,868.0733333,63.0,204.6666667,0.0,8,1,1,0,429.86,9120.0,61.41,271,63.0,0,99.98999023,1.0,1.0,0,3.0,0,1.0,5.0,0,0,0,1,240.0,1092221,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
567.75,44.99,90.1,0.78,0.0,275.25,105.84,16.33333333,2.333333333,78.33333333,2.0,70.66666667,1.0,3.333333333,1.0,280.4266667,1.286666667,140.9233333,63.66666667,54.35666667,3.0,4.893333333,317.3633333,0.0,58.66666667,103.9866667,18.66666667,191.3333333,0.333333333,8,1,1,1,607.54,3262.0,86.79,210,88.0,0,129.9899902,2.0,1.0,0,7.0,1,1.0,7.0,0,0,0,1,94.0,1092222,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
641.75,46.36,41.6,0.0975,0.195,-2.75,39.29,15.0,5.0,74.66666667,0.333333333,100.6666667,8.0,12.66666667,0.666666667,251.2066667,0.016666667,115.91,64.66666667,48.18333333,35.0,41.49666667,194.4,0.0,113.0,172.7166667,20.0,205.6666667,5.0,6,1,1,1,346.44,3380.0,69.29,313,57.95863987707208,0,199.9899902,1.0,1.0,0,0.0,1,4.0,6.0,0,0,0,0,194.0,1092223,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
240.0,29.99,18.4,1.0725,0.0,-41.0,-19.87,7.666666667,1.0,27.0,1.333333333,92.0,0.0,0.0,0.666666667,85.76333333,0.58,68.16,11.33333333,8.413333333,0.0,0.0,109.8,0.58,45.66666667,44.12666667,9.0,84.33333333,2.0,10,1,1,0,395.49,1909.0,43.94,133,49.0,0,129.9899902,1.0,1.0,0,9.0,1,2.0,5.0,1,1,1,1,301.0,1092224,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
336.0,5.485,27.6,0.0,0.975,-336.0,-42.615,0.666666667,3.666666667,38.66666667,0.0,94.33333333,1.0,1.0,0.0,105.6566667,0.0,94.91,26.66666667,7.443333333,18.66666667,13.61666667,121.21,0.0,86.33333333,79.35666667,4.333333333,121.3333333,3.333333333,6,2,2,0,397.73,2849.0,79.55,274,57.95863987707208,0,99.98999023,1.0,1.0,0,6.0,1,2.0,7.0,0,0,1,1,194.0,1092225,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
380.25,64.99,17.3,0.0975,0.0,241.75,46.685,2.0,0.333333333,24.0,0.333333333,9.0,5.0,6.333333333,0.0,319.7366667,0.016666667,23.30666667,9.666666667,9.316666667,0.0,0.0,328.08,0.016666667,12.33333333,14.96333333,2.333333333,65.33333333,0.0,8,1,1,1,417.09,1857.0,59.58,54,59.0,0,129.9899902,1.0,1.0,0,1.0,1,1.0,9.0,0,0,0,1,240.0,1092226,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2138.0,82.9775,138.2625,0.0,0.0,191.0,43.515,12.66666667,1.666666667,72.66666667,0.0,180.6666667,3.0,9.0,0.0,1155.95,0.0,766.54,93.33333333,98.04333333,10.33333333,23.34,1170.966667,0.0,193.0,751.5233333,14.33333333,373.0,25.33333333,6,2,1,0,910.01,7991.0,182.0,442,57.95863987707208,0,29.98999023,1.0,1.0,0,3.0,1,3.0,9.0,0,0,0,1,194.0,1092227,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
39.0,44.99,0.0,0.0,0.0975,74.0,0.2925,0.0,0.0,1.0,0.0,1.333333333,0.333333333,0.333333333,0.0,37.24666667,0.0,1.45,4.0,1.59,0.666666667,1.1,6.99,0.0,12.0,31.70666667,0.0,16.33333333,0.0,8,1,1,1,246.19,221.0,35.17,7,35.0,0,99.98999023,1.0,1.0,0,1.0,1,3.0,4.0,0,0,0,1,240.0,1092228,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
460.5,69.99,20.0,0.0,0.0,-17.5,-15.01,1.666666667,3.333333333,10.33333333,0.0,35.66666667,0.0,0.0,0.0,163.63,0.0,206.0366667,26.0,53.43,13.33333333,82.63666667,348.4033333,0.0,13.0,21.26333333,5.0,68.0,0.666666667,8,2,2,0,562.79,3516.0,80.4,119,85.0,0,149.9899902,1.0,1.0,0,4.0,1,2.0,9.0,0,0,0,1,240.0,1092229,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
893.75,44.99,9.9,0.195,3.76,26.25,2.945,7.666666667,0.666666667,91.0,0.666666667,78.33333333,0.0,0.0,4.0,587.5333333,0.433333333,151.3833333,11.66666667,12.08666667,1.0,0.69,156.8233333,0.343333333,106.0,582.0933333,8.333333333,133.3333333,0.666666667,6,1,1,0,217.21,4733.0,43.44,179,57.95863987707208,0,149.9899902,1.0,1.0,0,10.0,1,5.0,6.0,0,0,0,0,194.0,1092230,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1271.0,64.99,45.9,0.0,6.58,56.0,-31.68,25.0,0.666666667,33.66666667,0.0,114.6666667,8.0,18.66666667,0.0,646.8333333,0.0,294.95,44.33333333,47.57666667,7.333333333,13.39333333,403.6633333,0.0,190.3333333,538.12,25.66666667,286.0,3.333333333,8,1,1,1,634.51,6738.0,90.64,400,96.0,0,199.9899902,1.0,1.0,0,8.0,1,2.0,2.0,0,0,0,0,240.0,1092231,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1259.5,68.8225,48.7,0.0,0.0,-211.5,-5.9325,46.0,5.333333333,92.0,0.0,201.0,36.66666667,82.33333333,1.0,572.63,0.0,97.11666667,174.3333333,90.62,2.333333333,8.436666667,300.2133333,0.0,445.0,369.5266667,51.33333333,653.3333333,0.0,8,1,1,1,545.8,7694.0,77.97,652,82.0,0,129.9899902,1.0,1.0,0,7.0,1,1.0,6.0,0,0,0,1,240.0,1092232,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
351.75,79.99,21.4,0.0,3.3225,182.25,5.6175,4.666666667,4.0,21.0,0.0,13.33333333,0.333333333,6.666666667,0.333333333,260.01,0.0,30.03333333,63.0,73.63333333,5.333333333,14.25666667,182.5833333,0.0,46.0,107.4633333,8.666666667,119.6666667,0.333333333,8,2,2,0,577.54,1938.0,82.51,98,77.0,0,199.9899902,1.0,1.0,0,1.0,1,2.0,1.0,0,0,0,0,240.0,1092233,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1120.0,10.0,93.8,0.0,2.9775,-96.0,-26.815,19.33333333,2.666666667,109.6666667,0.0,127.3333333,0.0,0.0,0.0,544.5266667,0.0,193.5233333,98.33333333,73.53666667,2.0,8.986666667,382.32,0.0,191.0,355.73,22.0,293.6666667,2.666666667,8,3,3,0,635.87,6515.0,105.98,389,106.0,0,149.9899902,1.0,1.0,0,7.0,1,2.0,9.0,1,1,1,1,240.0,1092234,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
384.75,14.0275,16.6,0.8775,0.0,-384.75,-68.1075,15.33333333,1.666666667,26.33333333,0.666666667,18.66666667,1.666666667,2.0,0.0,327.42,2.653333333,57.24666667,8.0,10.0,0.666666667,0.793333333,162.3466667,0.0,38.0,222.3233333,17.0,69.66666667,0.0,8,1,1,1,516.45,5174.0,73.78,88,66.0,0,149.9899902,1.0,1.0,0,3.0,1,2.0,5.0,0,0,0,1,240.0,1092235,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
30.0,39.99,0.0,0.0,0.9375,3.0,2.0625,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,17.77666667,0.0,0.466666667,1.333333333,1.026666667,0.0,0.0,17.98666667,0.0,0.333333333,0.256666667,0.0,9.666666667,0.0,6,2,2,0,129.37,254.0,25.87,13,57.95863987707208,0,149.9899902,1.0,1.0,0,5.0,1,2.0,7.0,1,0,0,1,194.0,1092236,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
